Race ID,Player ID,Player Name,Best Lap,Laps Completed,Target Laps,Status,Timestamp,Time Logged
race_1788593197327,1,keshav,110.75s,1,8,2nd Place,1788593340473,12:59 PM
race_1788593197327,2,vedansh,117.36s,1,8,2nd Place,1788593340473,12:59 PM
race_1788593197327,1,keshav,110.75s,1,8,2nd Place,1788593358979,12:59 PM
race_1788593197327,2,vedansh,18.50s,2,8,2nd Place,1788593358980,12:59 PM
race_1788593197327,1,keshav,33.70s,2,8,2nd Place,1788593367558,12:59 PM
race_1788593197327,2,vedansh,18.50s,2,8,2nd Place,1788593367558,12:59 PM
race_1788593197327,1,keshav,33.70s,2,8,2nd Place,1788593369425,12:59 PM
race_1788593197327,2,vedansh,10.45s,3,8,2nd Place,1788593369426,12:59 PM
race_1788593197327,1,keshav,1.92s,3,8,2nd Place,1788593369471,12:59 PM
race_1788593197327,2,vedansh,10.45s,3,8,2nd Place,1788593369471,12:59 PM
race_1788593197327,1,keshav,1.92s,4,8,2nd Place,1788593371735,12:59 PM
race_1788593197327,2,vedansh,10.45s,3,8,2nd Place,1788593371737,12:59 PM
race_1788593197327,1,keshav,1.92s,4,8,2nd Place,1788593371760,12:59 PM
race_1788593197327,2,vedansh,2.32s,4,8,2nd Place,1788593371762,12:59 PM
race_1788593197327,1,keshav,1.92s,5,8,2nd Place,1788593373938,12:59 PM
race_1788593197327,2,vedansh,2.32s,4,8,2nd Place,1788593373939,12:59 PM
race_1788593197327,1,keshav,1.92s,5,8,2nd Place,1788593375100,12:59 PM
race_1788593197327,2,vedansh,2.32s,5,8,2nd Place,1788593375101,12:59 PM
race_1788593197327,1,keshav,1.92s,5,8,2nd Place,1788593376158,12:59 PM
race_1788593197327,2,vedansh,1.06s,6,8,2nd Place,1788593376159,12:59 PM
race_1788593197327,1,keshav,1.92s,6,8,2nd Place,1788593376459,12:59 PM
race_1788593197327,2,vedansh,1.06s,6,8,2nd Place,1788593376460,12:59 PM
race_1788593197327,1,keshav,1.92s,7,8,2nd Place,1788593381498,12:59 PM
race_1788593197327,2,vedansh,1.06s,6,8,2nd Place,1788593381499,12:59 PM
race_1788593197327,1,keshav,1.92s,7,8,2nd Place,1788593383677,12:59 PM
race_1788593197327,2,vedansh,1.06s,7,8,2nd Place,1788593383678,12:59 PM
race_1788593197327,1,keshav,1.92s,7,8,2nd Place,1788593403698,01:00 PM
race_1788593197327,2,vedansh,1.06s,8,8,🏆 1st Place,1788593403689,01:00 PM
race_1788593197327,1,keshav,1.92s,7,8,2nd Place,1788593403703,01:00 PM
race_1788593197327,2,vedansh,1.06s,8,8,🏆 1st Place,1788593403689,01:00 PM
race_1788593197327,1,keshav,1.92s,7,8,2nd Place,1788593446326,01:00 PM
race_1788593197327,2,vedansh,1.06s,8,8,🏆 1st Place,1788593403689,01:00 PM
race_1788593446328,1,nihansh,--,0,8,2nd Place,1788593502829,01:01 PM
race_1788593446328,2,naithan,--,0,8,2nd Place,1788593502830,01:01 PM
race_1788593446328,1,nihansh,--,0,8,2nd Place,1788593502843,01:01 PM
race_1788593446328,2,naithan,--,0,8,2nd Place,1788593502844,01:01 PM
race_1788593446328,1,nihansh,39.00s,1,8,2nd Place,1788593541840,01:02 PM
race_1788593446328,2,naithan,--,0,8,2nd Place,1788593541841,01:02 PM
race_1788593446328,1,nihansh,39.00s,1,8,2nd Place,1788593541849,01:02 PM
race_1788593446328,2,naithan,39.01s,1,8,2nd Place,1788593541850,01:02 PM
race_1788593446328,1,nihansh,2.28s,2,8,2nd Place,1788593544115,01:02 PM
race_1788593446328,2,naithan,39.01s,1,8,2nd Place,1788593544116,01:02 PM
race_1788593446328,1,nihansh,2.28s,2,8,2nd Place,1788593544246,01:02 PM
race_1788593446328,2,naithan,2.40s,2,8,2nd Place,1788593544247,01:02 PM
race_1788593446328,1,nihansh,2.28s,3,8,2nd Place,1788593547766,01:02 PM
race_1788593446328,2,naithan,2.40s,2,8,2nd Place,1788593547767,01:02 PM
race_1788593446328,1,nihansh,2.28s,3,8,2nd Place,1788593549319,01:02 PM
race_1788593446328,2,naithan,2.40s,3,8,2nd Place,1788593549320,01:02 PM
race_1788593446328,1,nihansh,2.28s,4,8,2nd Place,1788593550229,01:02 PM
race_1788593446328,2,naithan,2.40s,3,8,2nd Place,1788593550229,01:02 PM
race_1788593446328,1,nihansh,2.28s,4,8,2nd Place,1788593551845,01:02 PM
race_1788593446328,2,naithan,2.40s,4,8,2nd Place,1788593551845,01:02 PM
race_1788593446328,1,nihansh,2.28s,4,8,2nd Place,1788593557837,01:02 PM
race_1788593446328,2,naithan,2.40s,5,8,2nd Place,1788593557838,01:02 PM
race_1788593446328,1,nihansh,2.28s,4,8,2nd Place,1788593567521,01:02 PM
race_1788593446328,2,naithan,2.40s,6,8,2nd Place,1788593567522,01:02 PM
race_1788593446328,1,nihansh,2.28s,5,8,2nd Place,1788593567528,01:02 PM
race_1788593446328,2,naithan,2.40s,6,8,2nd Place,1788593567529,01:02 PM
race_1788593446328,1,nihansh,2.28s,6,8,2nd Place,1788593573681,01:02 PM
race_1788593446328,2,naithan,2.40s,6,8,2nd Place,1788593573682,01:02 PM
race_1788593446328,1,nihansh,2.28s,6,8,2nd Place,1788593579164,01:02 PM
race_1788593446328,2,naithan,2.40s,7,8,2nd Place,1788593579165,01:02 PM
race_1788593446328,1,nihansh,2.28s,7,8,2nd Place,1788593588332,01:03 PM
race_1788593446328,2,naithan,2.40s,7,8,2nd Place,1788593588333,01:03 PM
race_1788593446328,1,nihansh,2.28s,7,8,2nd Place,1788593588479,01:03 PM
race_1788593446328,2,naithan,2.40s,8,8,🏆 1st Place,1788593588475,01:03 PM
race_1788593446328,1,nihansh,2.28s,7,8,2nd Place,1788593588482,01:03 PM
race_1788593446328,2,naithan,2.40s,8,8,🏆 1st Place,1788593588475,01:03 PM
race_1788593446328,1,nihansh,2.28s,7,8,2nd Place,1788593627853,01:03 PM
race_1788593446328,2,naithan,2.40s,8,8,🏆 1st Place,1788593588475,01:03 PM
race_1788579420868,1,Deepa,4.14s,7,8,2nd Place,1788579420868,09:07 AM
race_1788579420868,2,Nikhil,1.32s,8,8,🏆 1st Place,1788579420878,09:07 AM
race_1788579780868,1,Dheeraj,2.33s,6,8,2nd Place,1788579780868,09:13 AM
race_1788579780868,2,Shariq,1.84s,8,8,🏆 1st Place,1788579780878,09:13 AM
race_1788580140868,1,Ananya,4.31s,8,8,🏆 1st Place,1788580140868,09:19 AM
race_1788580140868,2,Raj,5.30s,6,8,2nd Place,1788580140878,09:19 AM
race_1788580500868,1,Tejashvi,3.92s,6,8,2nd Place,1788580500868,09:25 AM
race_1788580500868,2,Samiksha,1.35s,8,8,🏆 1st Place,1788580500878,09:25 AM
race_1788580860868,1,Nihansh,2.21s,8,8,🏆 1st Place,1788580860868,09:31 AM
race_1788580860868,2,Parth,3.52s,6,8,2nd Place,1788580860878,09:31 AM
race_1788581220868,1,Neha,3.78s,8,8,🏆 1st Place,1788581220868,09:37 AM
race_1788581220868,2,Elijah,4.49s,7,8,2nd Place,1788581220878,09:37 AM
race_1788581580868,1,Eliana,2.21s,8,8,🏆 1st Place,1788581580868,09:43 AM
race_1788581580868,2,Anika,3.91s,6,8,2nd Place,1788581580878,09:43 AM
race_1788581940868,1,Arya,4.69s,7,8,2nd Place,1788581940868,09:49 AM
race_1788581940868,2,Palvith,1.93s,8,8,🏆 1st Place,1788581940878,09:49 AM
race_1788582300868,1,Smaran,2.77s,7,8,2nd Place,1788582300868,09:55 AM
race_1788582300868,2,Krishna,1.92s,8,8,🏆 1st Place,1788582300878,09:55 AM
race_1788582660868,1,Noah,1.67s,8,8,🏆 1st Place,1788582660868,10:01 AM
race_1788582660868,2,Pranathi,2.95s,7,8,2nd Place,1788582660878,10:01 AM
race_1788583020868,1,Pranav,5.10s,6,8,2nd Place,1788583020868,10:07 AM
race_1788583020868,2,Prachi,3.98s,8,8,🏆 1st Place,1788583020878,10:07 AM
race_1788583380868,1,Mithra,4.56s,7,8,2nd Place,1788583380868,10:13 AM
race_1788583380868,2,Nivin,3.67s,8,8,🏆 1st Place,1788583380878,10:13 AM
race_1788583740868,1,Divisha,1.56s,8,8,🏆 1st Place,1788583740868,10:19 AM
race_1788583740868,2,Sivadev,2.55s,7,8,2nd Place,1788583740878,10:19 AM
race_1788584100868,1,Darsh,3.86s,8,8,🏆 1st Place,1788584100868,10:25 AM
race_1788584100868,2,Srusti,4.44s,6,8,2nd Place,1788584100878,10:25 AM
race_1788584460868,1,Ibrahim,4.24s,8,8,🏆 1st Place,1788584460868,10:31 AM
race_1788584460868,2,Anaysha,4.76s,6,8,2nd Place,1788584460878,10:31 AM
race_1788584820868,1,Veditha,5.13s,8,8,🏆 1st Place,1788584820868,10:37 AM
race_1788584820868,2,Chetan,5.19s,7,8,2nd Place,1788584820878,10:37 AM
race_1788585180868,1,Viditha,2.48s,8,8,🏆 1st Place,1788585180868,10:43 AM
race_1788585180868,2,Keerthi,4.12s,7,8,2nd Place,1788585180878,10:43 AM
race_1788585540868,1,Atharva,1.95s,8,8,🏆 1st Place,1788585540868,10:49 AM
race_1788585540868,2,Midhun,2.83s,7,8,2nd Place,1788585540878,10:49 AM
race_1788585900868,1,Aitha,4.43s,6,8,2nd Place,1788585900868,10:55 AM
race_1788585900868,2,Aadya,4.34s,8,8,🏆 1st Place,1788585900878,10:55 AM
race_1788586260868,1,Geetasri,4.00s,6,8,2nd Place,1788586260868,11:01 AM
race_1788586260868,2,Aradhya,1.99s,8,8,🏆 1st Place,1788586260878,11:01 AM
race_1788586620868,1,Vithi,1.95s,8,8,🏆 1st Place,1788586620868,11:07 AM
race_1788586620868,2,Hithika,2.95s,6,8,2nd Place,1788586620878,11:07 AM
race_1788586980868,1,Reyansh,4.35s,8,8,🏆 1st Place,1788586980868,11:13 AM
race_1788586980868,2,Aarna,5.08s,6,8,2nd Place,1788586980878,11:13 AM
race_1788587340868,1,Ayansh,2.25s,7,8,2nd Place,1788587340868,11:19 AM
race_1788587340868,2,Shrradha,1.35s,8,8,🏆 1st Place,1788587340878,11:19 AM
race_1788587700868,1,Aashka,3.05s,7,8,2nd Place,1788587700868,11:25 AM
race_1788587700868,2,Ridhi,1.50s,8,8,🏆 1st Place,1788587700878,11:25 AM
race_1788588060868,1,Prisha,2.18s,8,8,🏆 1st Place,1788588060868,11:31 AM
race_1788579433673,1,Deepa,4.14s,7,8,2nd Place,1788579433673,09:07 AM
race_1788579433673,2,Nikhil,1.32s,8,8,🏆 1st Place,1788579433683,09:07 AM
race_1788579793673,1,Dheeraj,2.33s,6,8,2nd Place,1788579793673,09:13 AM
race_1788579793673,2,Shariq,1.84s,8,8,🏆 1st Place,1788579793683,09:13 AM
race_1788580153673,1,Ananya,4.31s,8,8,🏆 1st Place,1788580153673,09:19 AM
race_1788580153673,2,Raj,5.30s,6,8,2nd Place,1788580153683,09:19 AM
race_1788580513673,1,Tejashvi,3.92s,6,8,2nd Place,1788580513673,09:25 AM
race_1788580513673,2,Samiksha,1.35s,8,8,🏆 1st Place,1788580513683,09:25 AM
race_1788580873673,1,Nihansh,2.21s,8,8,🏆 1st Place,1788580873673,09:31 AM
race_1788580873673,2,Parth,3.52s,6,8,2nd Place,1788580873683,09:31 AM
race_1788581233673,1,Neha,3.78s,8,8,🏆 1st Place,1788581233673,09:37 AM
race_1788581233673,2,Elijah,4.49s,7,8,2nd Place,1788581233683,09:37 AM
race_1788581593673,1,Eliana,2.21s,8,8,🏆 1st Place,1788581593673,09:43 AM
race_1788581593673,2,Anika,3.91s,6,8,2nd Place,1788581593683,09:43 AM
race_1788581953673,1,Arya,4.69s,7,8,2nd Place,1788581953673,09:49 AM
race_1788581953673,2,Palvith,1.93s,8,8,🏆 1st Place,1788581953683,09:49 AM
race_1788582313673,1,Smaran,2.77s,7,8,2nd Place,1788582313673,09:55 AM
race_1788582313673,2,Krishna,1.92s,8,8,🏆 1st Place,1788582313683,09:55 AM
race_1788582673673,1,Noah,1.67s,8,8,🏆 1st Place,1788582673673,10:01 AM
race_1788582673673,2,Pranathi,2.95s,7,8,2nd Place,1788582673683,10:01 AM
race_1788583033673,1,Pranav,5.10s,6,8,2nd Place,1788583033673,10:07 AM
race_1788583033673,2,Prachi,3.98s,8,8,🏆 1st Place,1788583033683,10:07 AM
race_1788583393673,1,Mithra,4.56s,7,8,2nd Place,1788583393673,10:13 AM
race_1788583393673,2,Nivin,3.67s,8,8,🏆 1st Place,1788583393683,10:13 AM
race_1788583753673,1,Divisha,1.56s,8,8,🏆 1st Place,1788583753673,10:19 AM
race_1788583753673,2,Sivadev,2.55s,7,8,2nd Place,1788583753683,10:19 AM
race_1788584113673,1,Darsh,3.86s,8,8,🏆 1st Place,1788584113673,10:25 AM
race_1788584113673,2,Srusti,4.44s,6,8,2nd Place,1788584113683,10:25 AM
race_1788584473673,1,Ibrahim,4.24s,8,8,🏆 1st Place,1788584473673,10:31 AM
race_1788584473673,2,Anaysha,4.76s,6,8,2nd Place,1788584473683,10:31 AM
race_1788584833673,1,Veditha,5.13s,8,8,🏆 1st Place,1788584833673,10:37 AM
race_1788584833673,2,Chetan,5.19s,7,8,2nd Place,1788584833683,10:37 AM
race_1788585193673,1,Viditha,2.48s,8,8,🏆 1st Place,1788585193673,10:43 AM
race_1788585193673,2,Keerthi,4.12s,7,8,2nd Place,1788585193683,10:43 AM
race_1788585553673,1,Atharva,1.95s,8,8,🏆 1st Place,1788585553673,10:49 AM
race_1788585553673,2,Midhun,2.83s,7,8,2nd Place,1788585553683,10:49 AM
race_1788585913673,1,Aitha,4.43s,6,8,2nd Place,1788585913673,10:55 AM
race_1788585913673,2,Aadya,4.34s,8,8,🏆 1st Place,1788585913683,10:55 AM
race_1788586273673,1,Geetasri,4.00s,6,8,2nd Place,1788586273673,11:01 AM
race_1788586273673,2,Aradhya,1.99s,8,8,🏆 1st Place,1788586273683,11:01 AM
race_1788586633673,1,Vithi,1.95s,8,8,🏆 1st Place,1788586633673,11:07 AM
race_1788586633673,2,Hithika,2.95s,6,8,2nd Place,1788586633683,11:07 AM
race_1788586993673,1,Reyansh,4.35s,8,8,🏆 1st Place,1788586993673,11:13 AM
race_1788586993673,2,Aarna,5.08s,6,8,2nd Place,1788586993683,11:13 AM
race_1788587353673,1,Ayansh,2.25s,7,8,2nd Place,1788587353673,11:19 AM
race_1788587353673,2,Shrradha,1.35s,8,8,🏆 1st Place,1788587353683,11:19 AM
race_1788587713673,1,Aashka,3.05s,7,8,2nd Place,1788587713673,11:25 AM
race_1788587713673,2,Ridhi,1.50s,8,8,🏆 1st Place,1788587713683,11:25 AM
race_1788588073673,1,Prisha,2.18s,8,8,🏆 1st Place,1788588073673,11:31 AM
race_1788593874851,1,vaishnavi,1.78s,8,8,🏆 1st Place,1788593943086,01:09 PM
race_1788593874851,2,tejashvi,1.40s,6,8,2nd Place,1788593943119,01:09 PM
"race_1788594020272","1","adithi","1.77s",7,8,"RACED","1788594855350","01:24 PM"
"race_1788594020272","2","yazhini","1.99s",8,8,"🏆 WINNER","1788594855338","01:24 PM"
"race_1788594914858","2","krishitha","2.25s",7,8,"RACED","1788595179500","01:29 PM"
"race_1788594914858","1","rishi","1.55s",8,8,"🏆 WINNER","1788595179483","01:29 PM"
"race_1788595223968","1","vayu","1.84s",8,8,"🏆 WINNER","1788595382317","01:33 PM"
"race_1788595223968","2","jeshvik","2.03s",7,8,"RACED","1788595382340","01:33 PM"
"race_1788595462661","1","Jishnu","2.20s",7,8,"RACED","1788596315308","01:48 PM"
"race_1788595462661","2","gayatri","2.07s",8,8,"🏆 WINNER","1788596315290","01:48 PM"
"race_1788596391109","1","anaysha","2.05s",8,8,"🏆 WINNER","1788596478541","01:51 PM"
"race_1788596391109","2","veditha","2.50s",7,8,"RACED","1788596478557","01:51 PM"
"race_1788596541177","1","aaradhya","1.97s",7,8,"RACED","1788596630628","01:53 PM"
"race_1788596541177","2","chetan","1.80s",8,8,"🏆 WINNER","1788596630599","01:53 PM"
"race_1788596678154","1","hanshit","1.84s",8,8,"🏆 WINNER","1788596753035","01:55 PM"
"race_1788596678154","2","anvi","2.19s",7,8,"RACED","1788596753060","01:55 PM"
"race_1788596786926","1","harshavaradhan","1.99s",7,8,"RACED","1788597634396","02:10 PM"
"race_1788596786926","2","ridhi","1.80s",8,8,"🏆 WINNER","1788597634383","02:10 PM"
"race_1788597663424","1","presha","2.65s",6,8,"RACED","1788597837253","02:13 PM"
"race_1788597663424","2","ridhi","0.50s",8,8,"🏆 WINNER","1788597837224","02:13 PM"
"race_1788579774166","2","Nitro Ben","--",0,4,"Registered","1788949851127","04:00 PM"
"race_1788579774166","1","Speedy Alex","--",0,4,"Registered","1788949851062","04:00 PM"
"race_1788579774166","2","Nitro Ben","--",0,4,"Registered","1788949851119","04:00 PM"
"race_1788579774166","1","Speedy Alex","--",0,4,"Registered","1788949851124","04:00 PM"
"race_1788579774166","1","Speedy Alex","14.40s",1,4,"2nd Place","1788949865519","04:01 PM"
"race_1788579774166","2","Nitro Ben","--",0,4,"Registered","1788949865521","04:01 PM"
"race_1788579774166","1","Speedy Alex","13.00s",2,4,"2nd Place","1788949878515","04:01 PM"
"race_1788579774166","2","Nitro Ben","--",0,4,"Registered","1788949878517","04:01 PM"
"race_1788579774166","1","Speedy Alex","13.00s",3,4,"2nd Place","1788949894997","04:01 PM"
"race_1788579774166","2","Nitro Ben","--",0,4,"Registered","1788949894999","04:01 PM"
"race_1788579774166","1","Speedy Alex","13.00s",4,4,"🏆 1st Place","1788949909192","04:01 PM"
"race_1788579774166","2","Nitro Ben","--",0,4,"Registered","1788949909195","04:01 PM"
"race_1788579774166","1","Speedy Alex","13.00s",4,4,"🏆 1st Place","1788949909192","04:08 PM"
"race_1788579774166","2","Nitro Ben","--",0,4,"Registered","1788950294392","04:08 PM"
"race_1788950294394","1","Speedy Alex","--",0,4,"Registered","1788950388857","04:09 PM"
"race_1788950294394","2","Nitro Ben","--",0,4,"Registered","1788950388860","04:09 PM"
"race_1788950294394","1","Speedy Alex","--",0,4,"Registered","1788950388863","04:09 PM"
"race_1788950294394","2","Nitro Ben","--",0,4,"Registered","1788950388891","04:09 PM"
"race_1788950294394","1","Speedy Alex","22.75s",1,4,"2nd Place","1788950411611","04:10 PM"
"race_1788950294394","2","Nitro Ben","--",0,4,"Registered","1788950411613","04:10 PM"
"race_1788950294394","1","Speedy Alex","22.73s",2,4,"2nd Place","1788950434339","04:10 PM"
"race_1788950294394","2","Nitro Ben","--",0,4,"Registered","1788950434347","04:10 PM"
"race_1788950294394","1","Speedy Alex","13.52s",3,4,"2nd Place","1788950447857","04:10 PM"
"race_1788950294394","2","Nitro Ben","--",0,4,"Registered","1788950447864","04:10 PM"
"race_1788950294394","1","Speedy Alex","13.52s",4,4,"🏆 1st Place","1788950462899","04:11 PM"
"race_1788950294394","2","Nitro Ben","--",0,4,"Registered","1788950462993","04:11 PM"
"race_1788950294394","1","Speedy Alex","13.52s",4,4,"🏆 1st Place","1788950462899","04:11 PM"
"race_1788950294394","2","Nitro Ben","--",0,4,"Registered","1788950492382","04:11 PM"
"race_1788950492397","1","Speedy Alex","--",0,8,"Registered","1788950589208","04:13 PM"
"race_1788950492397","2","Nitro Ben","--",0,8,"Registered","1788950589215","04:13 PM"
"race_1788950492397","1","Speedy Alex","--",0,8,"Registered","1788950589226","04:13 PM"
"race_1788950492397","2","Nitro Ben","--",0,8,"Registered","1788950589231","04:13 PM"
"race_1788950492397","1","Speedy Alex","19.05s",1,8,"2nd Place","1788950608269","04:13 PM"
"race_1788950492397","2","Nitro Ben","--",0,8,"Registered","1788950608291","04:13 PM"
"race_1788950492397","1","Speedy Alex","19.05s",2,8,"2nd Place","1788950628350","04:13 PM"
"race_1788950492397","2","Nitro Ben","--",0,8,"Registered","1788950628358","04:13 PM"
"race_1788950492397","1","Speedy Alex","19.05s",3,8,"2nd Place","1788950650667","04:14 PM"
"race_1788950492397","2","Nitro Ben","--",0,8,"Registered","1788950650668","04:14 PM"
"race_1788950492397","1","Speedy Alex","19.05s",4,8,"2nd Place","1788950672954","04:14 PM"
"race_1788950492397","2","Nitro Ben","--",0,8,"Registered","1788950672960","04:14 PM"
"race_1788950492397","1","Speedy Alex","19.05s",4,8,"2nd Place","1788950688129","04:14 PM"
"race_1788950492397","2","Nitro Ben","98.91s",1,8,"2nd Place","1788950688135","04:14 PM"
"race_1788950492397","1","Speedy Alex","19.05s",3,8,"2nd Place","1788950746571","04:15 PM"
"race_1788950492397","2","Nitro Ben","58.44s",2,8,"2nd Place","1788950746580","04:15 PM"
"race_1788950492397","1","Speedy Alex","19.05s",3,3,"2nd Place","1788951006654","04:20 PM"
"race_1788950492397","2","Nitro Ben","58.44s",2,3,"2nd Place","1788951006662","04:20 PM"
"race_1788950492397","1","Speedy Alex","19.05s",4,3,"🏆 1st Place","1788951037788","04:20 PM"
"race_1788950492397","2","Nitro Ben","58.44s",2,3,"2nd Place","1788951037790","04:20 PM"
